,deal_id,deal_size,deal_date,ceo_id,network,smile,tweet_count,ebk_v,ebk_a,ebk_d
830,173944-99T,19.65,14-May-2021,71448-04P,1196.0,rewarding,21.0,0.515109300613403,0.512759566307068,0.534405827522278
831,180684-55T,19.71,12-Oct-2021,89174-17P,489.0,affiliative,42.0,0.523629903793335,0.527342677116394,0.547361731529236
832,165078-37T,19.74,02-Feb-2021,41467-24P,3116.0,dominant,0.0,,,
833,166375-63T,19.78,05-Feb-2021,224578-36P,25.0,rewarding,1.0,0.513053715229034,0.518738448619843,0.534461736679077
834,171679-06T,20.01,05-May-2021,261897-13P,1873.0,rewarding,240.0,0.506949722766876,0.513605415821075,0.531524777412415
835,188163-19T,20.08,08-Oct-2021,268084-45P,149.0,dominant,2.0,0.520702362060547,0.517668843269348,0.544499099254608
836,180034-30T,20.10,14-Sep-2021,160515-82P,1225.0,affiliative,92.0,0.52777636051178,0.522387146949768,0.541720747947693
837,168320-44T,20.11,16-Mar-2021,240258-52P,2453.0,affiliative,8.0,0.528226613998413,0.5218705534935,0.54431962966919
838,181045-81T,20.29,04-Aug-2021,238725-82P,181.0,rewarding,42.0,0.516847014427185,0.521645486354828,0.539947986602783
839,178435-18T,20.34,17-Aug-2021,192100-33P,1359.0,affiliative,33.0,0.527769505977631,0.515039265155792,0.539222002029419
840,164932-21T,20.49,14-Jan-2021,99283-78P,203.0,rewarding,35.0,0.518897950649262,0.520455360412598,0.531024634838104
841,176121-01T,20.55,01-Jan-2021,237587-86P,1309.0,affiliative,357.0,0.518948197364807,0.516546010971069,0.529419600963593
842,173519-20T,20.55,04-Jun-2021,43100-92P,3628.0,dominant,113.0,0.50771576166153,0.514682471752167,0.532884120941162
843,178379-20T,20.56,18-Jun-2021,227377-36P,149.0,affiliative,8.0,0.518393516540527,0.522182404994965,0.545009136199951
844,173254-51T,20.61,27-May-2021,241173-64P,941.0,rewarding,162.0,0.50487756729126,0.516455829143524,0.530258059501648
845,181851-22T,20.63,18-Oct-2021,226595-35P,2540.0,rewarding,32.0,0.51922345161438,0.525729537010193,0.538339793682098
846,166407-49T,20.64,08-Feb-2021,236980-99P,2071.0,rewarding,175.0,0.524799168109894,0.516582727432251,0.534976124763489
847,167329-81T,20.66,24-Feb-2021,40032-28P,359.0,rewarding,30.0,0.501422166824341,0.516866147518158,0.535190641880035
848,182853-73T,20.66,22-Oct-2021,122172-94P,209.0,dominant,3.0,0.517980575561523,0.52016806602478,0.536909103393555
849,167440-15T,20.66,25-Feb-2021,182042-38P,4247.0,rewarding,198.0,0.517008602619171,0.52214503288269,0.541744768619537
850,167834-98T,20.68,04-Mar-2021,41695-57P,1117.0,affiliative,144.0,0.516873300075531,0.518131077289581,0.538999319076538
851,172743-49T,20.68,05-Mar-2021,148328-74P,5570.0,dominant,70.0,0.522181153297424,0.523021161556244,0.536620616912842
852,167999-14T,20.70,08-Mar-2021,228512-08P,115.0,rewarding,1.0,0.53524261713028,0.52105325460434,0.553067624568939
853,175311-37T,20.72,28-Jun-2021,255198-16P,501.0,rewarding,4.0,0.490769922733307,0.515083730220795,0.531825661659241
854,168346-36T,20.73,11-Mar-2021,101293-48P,1654.0,affiliative,,,,
855,174909-16T,20.73,14-May-2021,74329-12P,503.0,dominant,1.0,0.572688341140747,0.531695425510407,0.563671171665192
856,182833-57T,20.74,22-Nov-2021,198565-66P,10130.0,rewarding,513.0,0.507299900054932,0.516425430774689,0.532817006111145
857,172056-88T,20.74,12-May-2021,206842-33P,129.0,affiliative,3.0,0.535989701747894,0.523975729942322,0.550287008285523
858,118891-99T,20.80,24-Feb-2021,55719-28P,19343.0,affiliative,264.0,0.513859927654266,0.513577461242676,0.530783772468567
859,176888-08T,20.91,08-Jul-2021,92414-44P,492.0,affiliative,,,,
860,183375-82T,20.92,12-Nov-2021,223884-91P,19161.0,rewarding,295.0,0.510759949684143,0.514848589897156,0.532121539115906
861,176477-95T,21.01,14-Jul-2021,145570-33P,260.0,rewarding,0.0,,,
862,170928-64T,21.06,22-Apr-2021,38725-84P,735.0,dominant,96.0,0.508337676525116,0.516398966312408,0.536868155002594
863,122013-91T,21.06,22-Apr-2021,176338-99P,90.0,dominant,9.0,0.510920405387878,0.520368576049805,0.538520872592926
864,178383-70T,21.06,16-Aug-2021,135515-89P,23.0,,0.0,,,
865,170690-41T,21.07,20-Apr-2021,96842-98P,2980.0,affiliative,53.0,0.52038300037384,0.5199835896492,0.541147410869598
866,185448-88T,21.07,03-Dec-2021,194004-01P,297.0,affiliative,3.0,0.494562357664108,0.509957730770111,0.514275908470154
867,176701-33T,21.07,19-Jul-2021,162262-00P,114.0,affiliative,1.0,0.556635439395905,0.514203667640686,0.525726139545441
868,176741-56T,21.07,19-Jul-2021,159161-41P,10922.0,affiliative,295.0,0.518643260002136,0.518021404743195,0.536814749240875
869,170866-27T,21.08,19-Apr-2021,205454-71P,802.0,dominant,70.0,0.52058869600296,0.523519814014435,0.538415253162384
870,170032-69T,21.08,07-Apr-2021,44215-84P,,,15.0,0.51474541425705,0.514614641666412,0.536768615245819
871,138448-54T,21.08,06-Apr-2021,50444-92P,384.0,unclear,15.0,0.513771057128906,0.521572530269623,0.539283096790314
872,177501-34T,21.09,15-Apr-2021,93631-69P,442.0,dominant,196.0,0.507060587406158,0.517836689949036,0.533556878566742
873,177225-22T,21.13,27-Jul-2021,215490-43P,236.0,affiliative,23.0,0.509353876113892,0.520410478115082,0.535139560699463
874,177728-86T,21.14,04-Aug-2021,38082-07P,660.0,affiliative,31.0,0.49954429268837,0.521104454994202,0.537294507026672
875,179236-72T,21.15,09-Aug-2021,80041-60P,570.0,affiliative,46.0,0.519388377666473,0.517988562583923,0.540798008441925
876,178748-47T,21.18,29-Sep-2021,123272-83P,97.0,rewarding,10.0,0.526661574840546,0.524423658847809,0.545760691165924
877,180417-70T,21.19,21-Sep-2021,209468-80P,308.0,dominant,11.0,0.506493091583252,0.51392787694931,0.527380228042603
878,178657-84T,21.21,20-Aug-2021,251298-46P,250.0,rewarding,32.0,0.522058546543121,0.515600919723511,0.531390011310577
879,180280-45T,21.21,28-Sep-2021,190273-51P,355.0,dominant,13.0,0.508690118789673,0.519902110099793,0.535386919975281
880,173551-24T,21.21,29-Sep-2021,202108-15P,139.0,rewarding,17.0,0.532565653324127,0.528052389621735,0.547379016876221
881,126421-39T,21.22,10-Sep-2021,41099-50P,37249.0,affiliative,7.0,0.519101619720459,0.52126806974411,0.542428910732269
882,164442-43T,21.22,25-Aug-2021,238090-15P,476.0,,1.0,0.51577627658844,0.532340884208679,0.554125428199768
883,179673-85T,21.23,07-Sep-2021,103169-62P,1280.0,dominant,6.0,0.521723330020905,0.530659735202789,0.547193109989166
884,185065-57T,21.24,14-Dec-2021,125176-33P,1355.0,dominant,133.0,0.513031482696533,0.521277964115143,0.532338082790375
885,165648-88T,21.37,26-Jan-2021,220197-61P,59.0,affiliative,2.0,0.534595966339111,0.531399130821228,0.547006905078888
886,169992-19T,21.38,11-Jun-2021,212234-32P,15739.0,rewarding,554.0,0.508722126483917,0.513483643531799,0.531301498413086
887,167719-69T,21.45,25-May-2021,225724-60P,1363.0,,159.0,0.529455006122589,0.522521615028381,0.539829730987549
888,167900-95T,21.47,08-Feb-2021,59332-42P,658.0,affiliative,43.0,0.519141376018524,0.518123745918274,0.54174017906189
889,182209-24T,21.53,25-Oct-2021,97519-42P,205.0,dominant,100.0,0.516181468963623,0.522789239883423,0.536646604537964
890,172098-55T,21.56,13-May-2021,44194-78P,368.0,rewarding,25.0,0.526567459106445,0.519205391407013,0.537377893924713
891,168317-02T,21.56,12-Mar-2021,247209-40P,1993.0,affiliative,223.0,0.512484908103943,0.518661201000214,0.53580117225647
892,116224-75T,21.56,09-Nov-2021,44407-72P,486.0,rewarding,1.0,0.476533710956574,0.484769344329834,0.51482367515564
893,183276-28T,21.57,11-Nov-2021,243333-46P,323.0,rewarding,1.0,0.518155157566071,0.539973080158234,0.547259986400604
894,185526-19T,21.66,15-Dec-2021,141522-49P,398.0,affiliative,10.0,0.52902489900589,0.521929204463959,0.543495774269104
895,179353-27T,21.71,02-Sep-2021,35531-38P,32989.0,,1619.0,0.508812308311462,0.515386760234833,0.53406822681427
896,178630-84T,21.81,20-Aug-2021,161471-80P,185.0,rewarding,43.0,0.504255712032318,0.514705061912537,0.536326885223389
897,184284-46T,21.84,26-Nov-2021,187932-88P,417.0,dominant,2.0,0.551788806915283,0.539312601089478,0.552618622779846
898,170808-94T,21.92,08-Jul-2021,103002-31P,802.0,,15.0,0.527079820632935,0.521499514579773,0.542385160923004
899,176899-78T,22.07,23-Aug-2021,221473-36P,81.0,affiliative,5.0,0.513829708099365,0.511390149593353,0.525257289409638
900,185134-33T,22.13,15-Dec-2021,193655-35P,3888.0,dominant,216.0,0.517054557800293,0.517844200134277,0.533202528953552
901,185235-49T,22.14,16-Dec-2021,79215-85P,1224.0,rewarding,9.0,0.528509259223938,0.522868394851685,0.53598028421402
902,185408-74T,22.15,20-Dec-2021,242601-22P,178.0,affiliative,6.0,0.51349002122879,0.521885693073273,0.526426255702972
903,169860-34T,22.19,01-Jan-2021,140599-63P,22.0,dominant,0.0,,,
904,178251-67T,22.26,12-Aug-2021,124845-67P,980.0,,264.0,0.525603771209717,0.512485086917877,0.540725111961365
905,160968-97T,22.28,22-Feb-2021,152274-07P,1303.0,affiliative,4.0,0.501656830310822,0.511884570121765,0.530664324760437
906,181700-47T,22.32,22-Nov-2021,134639-56P,236.0,rewarding,25.0,0.51515132188797,0.522678196430206,0.537898242473602
907,173568-43T,22.35,30-May-2021,49174-75P,1806.0,,137.0,0.504913628101349,0.511280834674835,0.533848941326141
908,168157-27T,22.37,09-Mar-2021,160082-11P,349.0,rewarding,52.0,0.512836337089539,0.518320024013519,0.534362137317658
909,183504-70T,22.39,16-Nov-2021,176239-54P,99.0,affiliative,6.0,0.509642243385315,0.514232456684113,0.536711275577545
910,175553-20T,22.42,30-Jun-2021,217023-40P,4314.0,dominant,18.0,0.531101405620575,0.520562887191773,0.539262115955353
911,185606-11T,22.43,05-Nov-2021,278421-40P,44.0,dominant,2.0,0.479015618562698,0.511424005031586,0.52019876241684
912,171725-59T,22.50,06-May-2021,42267-25P,6378.0,,295.0,0.510318994522095,0.518220782279968,0.530742406845093
913,179351-65T,22.50,17-Nov-2021,198459-19P,152.0,dominant,5.0,0.530066192150116,0.518377184867859,0.535835862159729
914,180028-27T,22.51,06-Aug-2021,150964-75P,655.0,dominant,49.0,0.520423591136932,0.526065409183502,0.538070261478424
915,175994-11T,22.56,07-Jul-2021,165015-55P,204.0,,9.0,0.51308274269104,0.513651013374329,0.534554898738861
916,175113-73T,22.57,01-May-2021,202236-58P,1153.0,,102.0,0.52856719493866,0.519994556903839,0.537421882152557
917,177094-00T,22.67,19-Jan-2021,48748-87P,874.0,rewarding,162.0,0.504251718521118,0.515073418617249,0.532776117324829
918,138793-60T,22.68,31-Mar-2021,96162-76P,682.0,dominant,16.0,0.531335532665253,0.527836859226227,0.540777623653412
919,158611-60T,22.75,19-Jul-2021,184446-37P,1020.0,rewarding,11.0,0.524552166461945,0.511165380477905,0.536382853984833
920,170518-87T,22.77,16-Apr-2021,206515-00P,713.0,affiliative,7.0,0.515821695327759,0.525070309638977,0.535310864448547
921,183505-78T,22.97,19-Nov-2021,187386-31P,18.0,,2.0,0.516923069953919,0.540469646453857,0.548298954963684
922,182013-40T,23.06,13-Oct-2021,43748-74P,1161.0,rewarding,146.0,0.508391737937927,0.515828311443329,0.535380840301514
923,176222-80T,23.08,12-Jul-2021,266423-23P,26553.0,,461.0,0.513962745666504,0.51732873916626,0.534746408462524
924,181715-32T,23.16,14-Oct-2021,185964-31P,207.0,affiliative,9.0,0.54336953163147,0.524776160717011,0.545817613601685
925,168624-10T,23.28,17-Mar-2021,180488-53P,2892.0,affiliative,193.0,0.514793813228607,0.522142291069031,0.533516585826874
926,118355-86T,23.40,28-Jan-2021,35359-48P,4856.0,,243.0,0.51348876953125,0.51944637298584,0.534537732601166
927,121654-90T,23.43,15-Jul-2021,106030-27P,571.0,dominant,1.0,0.534696877002716,0.508536517620087,0.545267283916473
928,184020-49T,23.43,24-Nov-2021,86125-06P,3266.0,dominant,11.0,0.509438753128052,0.518140375614166,0.539284884929657
929,183725-29T,23.56,18-Nov-2021,122538-79P,1607.0,dominant,1.0,0.508195996284485,0.543154716491699,0.544239103794098
930,170170-03T,23.60,20-Apr-2021,235777-78P,5069.0,rewarding,7.0,0.516527116298676,0.527236580848694,0.536772549152374
931,181286-74T,23.62,01-Oct-2021,93287-53P,1470.0,affiliative,33.0,0.518102586269379,0.514588534832001,0.536009728908539
932,180107-56T,23.72,10-Nov-2021,99365-41P,29.0,dominant,1.0,0.512402713298798,0.538048923015595,0.54203873872757
933,184849-39T,23.74,09-Dec-2021,134614-27P,3083.0,,54.0,0.518015325069428,0.521105289459229,0.541551530361176
934,179172-10T,23.75,30-Aug-2021,213740-65P,150.0,dominant,0.0,,,
935,184692-52T,23.77,07-Dec-2021,238765-15P,244.0,dominant,6.0,0.505968809127808,0.522940456867218,0.54093861579895
936,116703-46T,23.94,31-Mar-2021,180472-06P,363.0,rewarding,35.0,0.521288990974426,0.523318469524384,0.539002954959869
937,177829-84T,24.08,19-Oct-2021,101295-19P,3988.0,rewarding,448.0,0.516030371189117,0.516371846199036,0.532103896141052
938,184254-49T,24.17,30-Nov-2021,224740-00P,5693.0,,33.0,0.514720678329468,0.516480386257172,0.532809376716614
939,167429-26T,24.40,02-Mar-2021,120754-72P,396.0,dominant,264.0,0.504082500934601,0.512156128883362,0.528022587299347
940,184447-00T,24.56,02-Dec-2021,235802-53P,720.0,dominant,2.0,0.491477876901627,0.511131286621094,0.538397789001465
941,164793-97T,24.60,12-Jan-2021,35553-52P,38536.0,rewarding,201.0,0.516340732574463,0.517698287963867,0.535571753978729
942,173886-49T,24.64,07-Jun-2021,201522-61P,3867.0,affiliative,202.0,0.509379506111145,0.517738103866577,0.529159903526306
943,165651-76T,24.67,27-Jan-2021,42812-65P,1720.0,rewarding,5.0,0.53114640712738,0.519641637802124,0.543626189231873
944,173345-86T,24.68,02-Jun-2021,193987-72P,905.0,rewarding,5.0,0.5255526304245,0.501930832862854,0.511162459850311
945,166234-42T,24.70,04-Feb-2021,125931-34P,570.0,rewarding,3.0,0.504350543022156,0.522200882434845,0.530722737312317
946,169473-34T,24.71,10-Sep-2021,39054-70P,118.0,rewarding,173.0,0.527422428131104,0.52570515871048,0.542895436286926
947,174898-72T,24.77,23-Jun-2021,178650-82P,96.0,affiliative,53.0,0.526216506958008,0.509095072746277,0.533108353614807
948,174890-35T,24.77,23-Jun-2021,197393-23P,689.0,dominant,51.0,0.518123984336853,0.523469626903534,0.536511898040772
949,167423-86T,24.79,25-Feb-2021,143286-76P,615.0,dominant,25.0,0.508209943771362,0.517605423927307,0.530382990837097
950,166945-69T,24.79,17-Feb-2021,203075-38P,28735.0,,0.0,,,
951,167688-10T,24.79,24-Jun-2021,187924-42P,245.0,rewarding,7.0,0.523930013179779,0.528448760509491,0.545112907886505
952,167327-83T,24.80,24-Feb-2021,76344-67P,720.0,rewarding,5.0,0.514120519161224,0.515840172767639,0.528479278087616
953,171303-67T,24.80,20-May-2021,199827-28P,95.0,dominant,1.0,0.515581727027893,0.545339643955231,0.544928967952728
954,172340-02T,24.81,19-May-2021,45884-44P,445.0,rewarding,0.0,,,
955,167713-66T,24.81,03-Mar-2021,97034-41P,180.0,rewarding,17.0,0.52451229095459,0.518046915531158,0.539428114891052
956,169139-08T,24.85,10-Mar-2021,89919-19P,516.0,affiliative,1.0,0.514557838439941,0.518973529338837,0.542016506195068
957,176917-96T,24.87,28-Jun-2021,184028-41P,127.0,rewarding,2.0,0.474609553813934,0.50534987449646,0.53694099187851
958,172162-54T,24.87,14-May-2021,211230-37P,16203.0,rewarding,33.0,0.51078861951828,0.518581449985504,0.538098037242889
959,184354-12T,24.93,28-Jun-2021,47709-64P,858.0,rewarding,57.0,0.498624205589294,0.511623322963715,0.52608448266983
960,174440-98T,24.95,17-Mar-2021,38068-48P,64504.0,rewarding,606.0,0.518616199493408,0.511566579341888,0.530913472175598
961,171558-37T,25.03,04-May-2021,143698-06P,3880.0,rewarding,33.0,0.518748164176941,0.522059857845306,0.53893917798996
962,186782-59T,25.04,06-Jul-2021,168270-13P,517.0,rewarding,0.0,,,
963,176065-48T,25.07,07-Jul-2021,71532-19P,3759.0,dominant,13.0,0.541569650173187,0.534468233585358,0.552214205265045
964,185296-69T,25.16,01-Nov-2021,94882-15P,1111.0,affiliative,55.0,0.508419692516327,0.515265643596649,0.531926393508911
965,167045-77T,25.21,14-Jul-2021,249463-63P,2091.0,,135.0,0.504440724849701,0.515007674694061,0.534551084041596
966,175113-28T,25.22,01-Apr-2021,64287-91P,336.0,affiliative,0.0,,,
967,170901-28T,25.27,22-Apr-2021,79192-99P,,,39.0,0.518557548522949,0.517847418785095,0.53398072719574
968,171588-61T,25.29,19-Apr-2021,136592-56P,2212.0,,246.0,0.509732663631439,0.515474081039429,0.533161878585815
969,167955-40T,25.29,06-Apr-2021,189120-88P,453.0,rewarding,1.0,0.524400651454926,0.542181253433228,0.547465205192566
970,176829-31T,25.29,20-Jul-2021,38978-11P,140.0,dominant,2.0,0.533969283103943,0.547300338745117,0.546308755874634
971,176942-53T,25.29,21-Jul-2021,46029-16P,163.0,affiliative,14.0,0.50177389383316,0.520049631595612,0.530273020267487
972,174992-14T,25.37,02-Aug-2021,188310-79P,249.0,rewarding,80.0,0.51361346244812,0.516992926597595,0.539894640445709
973,181060-30T,25.37,29-Jul-2021,122685-76P,329.0,affiliative,2.0,0.527702987194061,0.513332664966583,0.5358966588974
974,164689-03T,25.37,03-Aug-2021,138850-30P,1721.0,,194.0,0.518277585506439,0.516675233840942,0.535530984401703
975,172999-54T,25.42,17-Aug-2021,40025-35P,901.0,dominant,67.0,0.515997648239136,0.521310210227966,0.54181319475174
976,178523-11T,25.43,18-Aug-2021,50576-32P,14441.0,dominant,17.0,0.533077299594879,0.534252166748047,0.545740187168121
977,169725-52T,25.43,18-Aug-2021,121693-33P,592.0,affiliative,72.0,0.507608830928803,0.516016364097595,0.532923936843872
978,178560-64T,25.43,18-Aug-2021,43028-83P,584.0,affiliative,17.0,0.508909046649933,0.518503248691559,0.535402536392212
979,179390-17T,25.50,01-Sep-2021,89522-38P,96.0,rewarding,2.0,0.508104145526886,0.531920075416565,0.535993576049805
980,180896-05T,25.54,29-Sep-2021,39426-22P,3597.0,dominant,37.0,0.520885288715363,0.524893403053284,0.535235047340393
981,181200-52T,25.56,05-Oct-2021,218612-53P,5145.0,rewarding,15.0,0.532128214836121,0.525432825088501,0.54729574918747
982,174840-31T,25.58,22-Jun-2021,128019-43P,2149.0,affiliative,334.0,0.511829257011414,0.522463321685791,0.539006590843201
983,181282-87T,25.58,06-Oct-2021,190397-62P,9732.0,rewarding,106.0,0.504682183265686,0.515828669071198,0.532068073749542
984,181345-60T,25.58,16-Dec-2021,213771-25P,1610.0,dominant,32.0,0.523779988288879,0.524296283721924,0.543330729007721
985,128283-13T,25.62,17-Feb-2021,106444-72P,1263.0,rewarding,11.0,0.547510743141174,0.530687153339386,0.547912895679474
986,177756-04T,25.79,04-Aug-2021,35709-67P,4190.0,affiliative,11.0,0.504949808120728,0.518592298030853,0.535859644412994
987,181840-60T,25.79,18-Oct-2021,222370-30P,396.0,rewarding,14.0,0.523493647575378,0.527729332447052,0.547849059104919
988,156228-49T,25.79,02-Jul-2021,39120-40P,1125.0,rewarding,79.0,0.506080031394959,0.514300525188446,0.527758777141571
989,164768-05T,25.83,12-Jan-2021,45940-42P,527.0,affiliative,16.0,0.501101136207581,0.511198043823242,0.527726411819458
990,182297-53T,25.85,26-Oct-2021,176272-75P,976.0,dominant,8.0,0.518466174602509,0.526356935501099,0.538369357585907
991,184640-95T,25.87,01-Nov-2021,142605-19P,4509.0,affiliative,515.0,0.513988137245178,0.518780291080475,0.531256854534149
992,177462-91T,25.87,01-Nov-2021,59517-01P,1781.0,,53.0,0.509142220020294,0.516382098197937,0.531684756278992
993,180472-78T,25.98,18-Nov-2021,35649-64P,4044.0,affiliative,6.0,0.51935213804245,0.520822584629059,0.534997224807739
994,180728-11T,26.03,27-Sep-2021,106798-78P,3656.0,rewarding,17.0,0.522987365722656,0.525540053844452,0.543497264385223
995,184706-02T,26.22,06-Dec-2021,87116-50P,1940.0,dominant,851.0,0.507881343364716,0.513644337654114,0.531616389751434
996,174102-40T,26.28,09-Jun-2021,201996-46P,6347.0,rewarding,244.0,0.520305216312408,0.514074385166168,0.53623503446579
997,174121-03T,26.28,10-Jun-2021,195064-03P,10385.0,rewarding,1242.0,0.494509935379028,0.512125253677368,0.523909151554108
998,180170-02T,26.29,16-Sep-2021,96961-96P,142.0,dominant,2.0,0.51338541507721,0.530659317970276,0.543127536773682
999,185006-53T,26.42,07-Dec-2021,199649-71P,107.0,dominant,5.0,0.505752205848694,0.521428406238556,0.536519646644592
1000,184680-46T,26.42,07-Dec-2021,97123-87P,2175.0,rewarding,62.0,0.534764468669891,0.52869576215744,0.548010468482971
1001,182650-33T,26.48,09-Dec-2021,40012-84P,1297.0,affiliative,3.0,0.531989395618439,0.52412223815918,0.542228400707245
1002,184844-35T,26.48,09-Dec-2021,210522-43P,252.0,dominant,21.0,0.515066564083099,0.519870758056641,0.535430669784546
1003,185781-97T,26.55,28-Dec-2021,278812-18P,470305.0,dominant,525.0,0.504220902919769,0.517687916755676,0.537445247173309
1004,181597-51T,26.56,12-Oct-2021,187578-55P,30.0,,2.0,0.47352945804596,0.511252522468567,0.515873193740845
1005,185334-13T,26.56,17-Dec-2021,195796-18P,309.0,rewarding,3.0,0.516798794269562,0.507245898246765,0.538838624954224
1006,185282-65T,26.57,16-Dec-2021,64662-22P,2762.0,rewarding,585.0,0.505790174007416,0.517086684703827,0.53068071603775
1007,185330-62T,27.01,17-Dec-2021,226997-83P,38.0,affiliative,1.0,0.522931158542633,0.500674068927765,0.531577825546265
1008,182962-72T,27.14,14-Sep-2021,154171-27P,36.0,dominant,1.0,0.499045670032501,0.507492244243622,0.533999025821686
1009,169667-83T,27.15,01-Apr-2021,258472-81P,1023.0,affiliative,60.0,0.518935859203339,0.517989933490753,0.536923050880432
1010,173326-15T,27.15,02-Jun-2021,80668-45P,1783.0,dominant,127.0,0.514274716377258,0.51629251241684,0.534419476985931
1011,183536-02T,27.27,16-Nov-2021,232493-50P,54.0,dominant,8.0,0.497857809066772,0.514304280281067,0.530711531639099
1012,181903-06T,27.52,19-Oct-2021,156570-85P,6445.0,,238.0,0.506717503070831,0.509883940219879,0.529187738895416
1013,182240-65T,27.56,25-Oct-2021,45101-26P,450.0,dominant,2.0,0.513836324214935,0.504281163215637,0.53248405456543
1014,182860-66T,27.60,03-Nov-2021,162081-82P,3156.0,affiliative,173.0,0.514930129051209,0.523983240127564,0.535952389240265
1015,171137-44T,27.70,27-Apr-2021,166487-50P,211.0,rewarding,6.0,0.51121336221695,0.519795536994934,0.530083954334259
1016,176933-17T,27.82,21-Jul-2021,149872-69P,14051.0,rewarding,7.0,0.517948687076569,0.521029114723206,0.548599064350128
1017,177241-24T,27.96,12-Aug-2021,130140-73P,763.0,rewarding,8.0,0.524288773536682,0.518397092819214,0.535223066806793
1018,169989-04T,27.96,07-Apr-2021,180357-13P,379.0,affiliative,2.0,0.473221242427826,0.501854062080383,0.519429087638855
1019,180409-51T,27.97,21-Sep-2021,38489-50P,1432.0,dominant,1.0,0.529024600982666,0.50900399684906,0.536121308803558
1020,180029-44T,28.02,08-Sep-2021,189600-31P,1472.0,,2.0,0.524890899658203,0.523467600345612,0.545054912567139
1021,175983-49T,28.41,07-Jul-2021,200424-88P,514.0,dominant,18.0,0.529469668865204,0.52725487947464,0.547739148139954
1022,170742-88T,28.66,20-Apr-2021,74079-73P,55.0,,28.0,0.520890593528748,0.513545691967011,0.537928223609924
1023,178105-69T,28.68,10-Aug-2021,215595-28P,12671.0,rewarding,85.0,0.508067071437836,0.514654517173767,0.531172871589661
1024,176547-97T,28.72,13-Oct-2021,196250-41P,151.0,affiliative,15.0,0.520675361156464,0.525944232940674,0.545850157737732
1025,174049-30T,28.75,09-Jun-2021,209872-72P,2525.0,dominant,17.0,0.517991960048676,0.526642680168152,0.542735874652863
1026,177739-30T,28.75,04-Aug-2021,43873-12P,1463.0,rewarding,48.0,0.539590179920197,0.521798670291901,0.544206321239471
1027,160255-45T,28.78,27-Jan-2021,43644-34P,1174.0,dominant,2.0,0.513576805591583,0.531418859958649,0.541943192481995
1028,172849-96T,28.87,26-May-2021,89551-63P,1250.0,rewarding,,,,
1029,168267-79T,28.87,10-Mar-2021,176021-65P,1389.0,rewarding,127.0,0.509926080703735,0.517360746860504,0.536159217357636
1030,170825-14T,28.90,21-Apr-2021,98426-62P,1221.0,rewarding,5.0,0.513334929943085,0.513457179069519,0.540124535560608
1031,166965-40T,28.92,17-Feb-2021,127893-61P,1480.0,dominant,4.0,0.524137556552887,0.526227831840515,0.538335204124451
1032,168136-93T,28.99,09-Mar-2021,224534-71P,1430.0,dominant,196.0,0.521495521068573,0.526245057582855,0.540301263332367
1033,168092-92T,29.17,09-Mar-2021,103534-48P,619.0,dominant,12.0,0.520825862884522,0.519331693649292,0.536585927009583
1034,185059-72T,29.20,14-Dec-2021,59378-05P,5237.0,affiliative,5.0,0.512949526309967,0.524390935897827,0.537999868392944
1035,170813-17T,29.49,21-Apr-2021,39922-21P,86.0,affiliative,19.0,0.513510167598724,0.522065937519074,0.53317004442215
1036,170019-37T,29.51,07-Apr-2021,211251-07P,2669.0,rewarding,27.0,0.523199141025543,0.524451613426209,0.544126927852631
1037,170023-78T,29.51,07-Apr-2021,212299-66P,1637.0,affiliative,30.0,0.528293550014496,0.519602239131928,0.535208940505981
1038,177631-21T,29.59,03-Aug-2021,125902-99P,67.0,dominant,3.0,0.481205701828003,0.518766582012177,0.497004598379135
1039,158961-97T,29.60,02-Aug-2021,164346-67P,338.0,dominant,52.0,0.524361968040466,0.523037433624268,0.541029393672943
1040,178295-86T,29.65,13-Aug-2021,124162-93P,2447.0,affiliative,16.0,0.513681054115295,0.513741374015808,0.535564780235291
1041,181550-98T,29.66,22-Sep-2021,118591-75P,2298.0,,13.0,0.503194034099579,0.514523565769196,0.536200523376465
1042,173985-22T,29.67,06-Jul-2021,168825-97P,2082.0,dominant,65.0,0.500473201274872,0.516336023807526,0.528351485729218
1043,126784-99T,29.67,18-Aug-2021,35885-98P,4971.0,dominant,551.0,0.517237365245819,0.521978676319122,0.534348785877228
1044,180801-46T,29.69,28-Sep-2021,196202-89P,371.0,dominant,64.0,0.520459532737732,0.522766053676605,0.538617193698883
1045,178919-47T,29.71,25-Aug-2021,77116-33P,1163.0,rewarding,375.0,0.508523523807526,0.517857313156128,0.534840643405914
1046,169960-06T,29.71,22-Jun-2021,213093-91P,1263.0,dominant,126.0,0.511134088039398,0.515469491481781,0.534176111221314
1047,182859-31T,30.18,02-Nov-2021,214259-59P,9004.0,rewarding,296.0,0.522265553474426,0.51998645067215,0.536134421825409
1048,182978-29T,30.19,04-Nov-2021,186938-65P,4.0,dominant,1.0,0.5458123087883,0.524710834026337,0.538964092731476
1049,183131-11T,30.19,09-Nov-2021,67398-94P,991.0,affiliative,14.0,0.530138969421387,0.529355883598328,0.541663110256195
1050,169640-56T,30.24,31-Mar-2021,96770-44P,3720.0,,43.0,0.53824520111084,0.525262892246246,0.544651329517365
1051,178556-59T,30.44,19-Aug-2021,213150-79P,3347.0,,68.0,0.503755629062653,0.513599336147308,0.52918416261673
